	group_name	protein_count	species_count	functional_category	functional_description	metagenome_sample_count	asf_species
400	ENOG4105Z4G	26	24	S	Uncharacterised protein family (UPF0158)	12	A502
401	ENOG4105Z48	7	7	S	Dinitrogenase iron-molybdenum cofactor	4	A500
402	ENOG4108YFG	9	9	L	RAMP superfamily	2	A502
403	ENOG4105G62	9	8	U	Translocase subunit	13	A361
404	ENOG4105G6B	239	219	S	ABC transporter	15	A519
405	ENOG4105ERI	262	249	C	cytochrome b subunit	15	A519
406	ENOG4105ERJ	4	4	S		4	A457
407	ENOG4105ERQ	186	149	P	Periplasmic binding protein	15	A519
408	ENOG4105ERY	17	17	T	Histidine kinase	3	A492
409	ENOG4105ER4	51	50	S	domain protein	12	A457
410	ENOG41081H8	20	20	S		14	A356
411	ENOG41081HG	10	10	S	MORN repeat	13	A356
412	ENOG4107VS0	3	3	E	Aminotransferase class I and II	7	A356
413	ENOG4106P8K	6	6	S		2	A356
414	ENOG4108PRF	39	38	S	Protein of unknown function (Hypoth_ymh)	14	A492
415	ENOG4108PRD	22	14	D	Chromosome partitioning	15	A519
416	ENOG4108WT3	6	5	K	HTH_LUXR	6	A361
417	ENOG4108WTW	46	38	L	DNA transposition protein	13	A356
418	ENOG4105WHC	4	4	S		11	A492
419	ENOG4105WHN	4	4	S		10	A500
420	ENOG4105WHW	33	32	S		14	A519
421	ENOG4105WH1	2978	1116	T	Two component transcriptional regulator luxr family	15	A502
422	ENOG4105VBF	109	85	S	alkaline shock protein	9	A361
423	ENOG4108BA3	6	6	S	Colicin V production protein	10	A361
424	ENOG4105MBN	4	4	S		14	A500
425	ENOG4106FRV	4	4	S		5	A457
426	ENOG4106FRR	12	10	E	amino acid AbC transporter	6	A502
427	ENOG4107FEG	3	3	S	addiction module toxin, RelE StbE family	8	A502
428	ENOG4108MA3	53	45	S		14	A500
429	ENOG4108MA0	20	16	S		1	A502
430	ENOG4105FGU	57	49	C	Nitroreductase	15	A519
431	ENOG4105FGY	121	54	P	TonB-dependent receptor Plug	15	A519
432	ENOG4105FGF	61	58	L	GDP-mannose mannosyl hydrolase	5	A519
433	ENOG4105FGK	32	32	S	Protein of unknown function (DUF434)	13	A500
434	ENOG4107Q2N	2	2	S	Fibrobacter succinogenes major domain (Fib_succ_major)	5	A502
435	ENOG4107Q2M	3	3	S		12	A492
436	ENOG4106B9P	12	11	S		13	A492
437	ENOG4106B9I	5	5	S		3	A492
438	ENOG4108C1A	2	2	S	Protein of unknown function (DUF1016)	12	A492
439	ENOG41060D6	5	5	S		9	A492
440	ENOG41060DQ	5	4	K	Transcriptional regulatory protein, C-terminal domain protein	12	A492
441	ENOG4106PND	2	2	S		2	A356
442	ENOG41067U0	209	197	S	-acetyltransferase	11	A361
443	ENOG4106PNC	5	5	S		8	A502
444	ENOG4108J3Z	13	13	S		6	A360
445	ENOG4108ATT	4	4	S	Protein of unknown function (DUF1292)	4	A356
446	ENOG4106AGK	5	4	S		6	A500
447	ENOG4108HN5	12	12	S	EamA-like transporter family	10	A500
448	ENOG4108HNU	13	12	M	CHAP domain	13	A502
449	ENOG4108HNP	3	3	U	Type II and III secretion system protein	2	A361
450	ENOG4105VND	81	79	L	Ribonuclease	8	A361
451	ENOG4105VNP	74	69	S	Methionine--tRNA ligase	7	A361
452	ENOG4105VN1	566	402	O	Heat shock protein	14	A519
453	ENOG4108MEG	10	9	S		15	A519
454	ENOG4108MEF	7	7	S	Chitin binding domain	2	A492
455	ENOG4108MEQ	97	56	S	Relaxase mobilization nuclease	15	A519
456	ENOG4106VVP	3	3	O	Radical SAM superfamily	15	A492
457	ENOG410880U	3	3	S	Pfam:DUF1393	13	A492
458	ENOG410880R	4	4	S	Germane	11	A500
459	ENOG410880H	26	24	E	cysteine synthase	8	A361
460	ENOG4108806	11	11	P	TonB-linked outer membrane protein, SusC RagA family	15	A519
461	ENOG4108YYN	31	29	S	Phage-related protein	14	A502
462	ENOG4108YY9	279	275	L	U mismatch-specific DNA glycosylase	15	A492
463	ENOG4108YY6	4	4	J	Formyl transferase	6	A502
464	ENOG4107TDG	53	53	M	Sulfatase	15	A519
465	ENOG41078AV	19	19	S	domain protein	12	A361
466	ENOG41061N6	19	19	S	phage protein	11	A361
467	ENOG41061ND	6	6	S	Protein of unknown function (DUF465)	4	A519
468	ENOG41061NJ	26	25	S	Uncharacterized conserved protein (DUF2304)	13	A492
469	ENOG41086NB	16	16	K	Abc1 family	3	A492
470	ENOG41086N8	6	5	S		11	A500
471	ENOG41086N0	6	6	S	Plasmid stabilisation system protein	9	A492
472	ENOG41086N2	10	10	N	flagellar protein	8	A457
473	ENOG4107Y90	8	8	P	ABC transporter (Permease	5	A361
474	ENOG4107Y9E	228	199	L	nuclease	10	A356
475	ENOG4107WDF	3	3	G	pfkB family carbohydrate kinase	10	A356
476	ENOG410849Q	12	10	S	Protein of unknown function (DUF559)	13	A500
477	ENOG410849Z	25	25	J	50s ribosomal protein L35	4	A457
478	ENOG410849F	40	39	S	Membrane	8	A356
479	ENOG410849J	81	80	S	integral membrane protein	7	A361
480	ENOG4108SHH	96	57	L	DNA primase	15	A519
481	ENOG4108SHB	86	85	U	Biopolymer transport protein exbD tolR	15	A519
482	ENOG4108SH1	58	58	L	U mismatch-specific DNA glycosylase	15	A519
483	ENOG4107DCG	2	2	S		13	A500
484	ENOG4107DCJ	69	44	G	hydrolase family 2, sugar binding	15	A519
485	ENOG4107DC5	2	2	L	Inherit from COG: ribonuclease H activity	6	A502
486	ENOG4107DC2	2	2	S		6	A500
487	ENOG4106368	4	4	S		7	A457
488	ENOG41060Q9	4	4	S		5	A457
489	ENOG41060QP	5	5	S		6	A492
490	ENOG410669N	7	7	S		2	A500
491	ENOG410669A	18	16	S	accessory gene regulator B	13	A492
492	ENOG410669G	7	7	S		12	A492
493	ENOG4106WPB	2	2	S		5	A519
494	ENOG4107J9J	2	2	S		12	A519
495	ENOG4106XE2	75	70	S	ATP-binding region, ATPase domain protein	13	A519
496	ENOG4107WJT	96	93	C	it plays a direct role in the translocation of protons across the membrane (By similarity)	13	A457
497	ENOG4107WJ4	89	61	S	Metalloprotease MEP1-like protein	7	A519
498	ENOG4107WJ6	3	3	V	MatE	12	A492
499	ENOG41087D9	12	10	K	helix-turn-helix domain-containing protein	10	A502
500	ENOG41087D5	6	6	S	Preprotein translocase subunit SecB	13	A361
501	ENOG4107QT2	50	50	C	oxidoreductase	15	A519
502	ENOG41078MN	2	2	S		7	A356
503	ENOG41078MM	3	3	S		3	A492
504	ENOG4106ADF	10	10	S	Inherit from NOG: Secreted protein	2	A492
505	ENOG4105VQP	17	16	S		14	A356
506	ENOG4105VQV	50	42	S		9	A492
507	ENOG4105VQ8	117	116	H	uroporphyrinogeN-iii synthase	15	A519
508	ENOG4107NGS	3	3	G	Protein of unknown function (DUF1311)	3	A457
509	ENOG4108TJW	88	68	L	resolvase	15	A519
510	ENOG4108TJQ	21	21	S	lipopolysaccharide biosynthesis protein	12	A519
511	ENOG4105F5R	143	131	G	ABC transporter	13	A502
512	ENOG4105ZJ2	30	27	S	Sulfotransferase family	11	A519
513	ENOG4107336	6	5	S		11	A356
514	ENOG4107332	2	2	S		13	A519
515	ENOG410733V	12	12	S		5	A360
516	ENOG4108IY2	244	239	S	MazG family	14	A356
517	ENOG4108IY5	76	70	V	(ABC) transporter	14	A502
518	ENOG4108IYT	496	465	L	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)	15	A500
519	ENOG4106HJ4	5	4	S		8	A356
520	ENOG4106HJD	7	6	S		11	A519
521	ENOG4106HJU	3	3	K	HTH_GNTR	1	A519
522	ENOG4108K10	27	26	L	Inherit from NOG: Helicase	15	A519
523	ENOG4108K1J	53	49	G	Transporter DctQ	6	A356
524	ENOG41061U3	5	5	S		4	A457
525	ENOG41061U6	55	53	S	(ATPase)-like protein	14	A519
526	ENOG4106RJH	11	10	C	Dehydrogenase	4	A361
527	ENOG41061UV	7	7	S	Phage minor structural protein GP20	7	A502
528	ENOG4108DTW	3	3	G	Binding-protein-dependent transport system inner membrane component	10	A502
529	ENOG41086SR	4	4	S		8	A361
530	ENOG41086S6	6	6	S		6	A356
531	ENOG4108U8U	28	27	S	Predicted membrane protein (DUF2231)	7	A492
532	ENOG41071V4	4	4	S		10	A502
533	ENOG4105ICT	27	22	M	Glycosyl transferase (Group 1	12	A492
534	ENOG4107F5H	27	26	S	methyltransferase, type 11	4	A492
535	ENOG4107F5U	78	77	S	Family of unknown function (DUF490)	15	A519
536	ENOG41082J9	15	14	S	Hth transcription regulator	4	A519
537	ENOG41082JX	273	150	L	Excinuclease ABC C subunit domain protein	10	A457
538	ENOG41082JI	68	65	P	Ion channel	8	A360
539	ENOG410755I	2	2	S		6	A356
540	ENOG4108H1D	2	2	E	Binding-protein-dependent transport system inner membrane component	7	A519
541	ENOG4108H1H	6	6	C	hydrogenase) (Fe-only	13	A519
542	ENOG4105DEY	75	65	S	Protein of unknown function (DUF521)	10	A500
543	ENOG4105DES	140	137	S	(LipO)protein	15	A519
544	ENOG4105DEW	122	121	T	response regulator	15	A519
545	ENOG4106BC0	52	52	S	Septum formation	15	A519
546	ENOG4105PFS	38	35	S	Bacterial transferase hexapeptide repeat protein	13	A502
547	ENOG4106BCR	10	10	K		12	A500
548	ENOG4105PFD	70	45	T	Transcriptional regulator, Crp Fnr family	13	A519
549	ENOG4105PFI	5	4	S		14	A500
550	ENOG4105PFK	48	48	S		13	A519
551	ENOG4108CAY	18	17	D	ATPase MipZ	15	A519
552	ENOG4106ZZT	2	2	L	Resolvase, N terminal domain	14	A492
553	ENOG4106GPN	4	4	S		13	A519
554	ENOG4106GPE	15	14	L	site-specific recombinase, phage integrase family	14	A492
555	ENOG4106GPT	12	11	L	Transposase domain (DUF772)	13	A361
556	ENOG4106GP5	3	3	S		4	A457
557	ENOG4106GP7	5	4	S		10	A500
558	ENOG4107XGW	5	5	C	domain protein	6	A457
559	ENOG4107XGQ	8	7	S	Methyltransferase FkbM	6	A519
560	ENOG4107XGS	72	69	EG	Membrane	11	A356
561	ENOG4107XG6	6	6	S	ComEC Rec2-related protein	6	A457
562	ENOG4108JYT	16	13	S		12	A500
563	ENOG4108G5V	364	319	M	Capsule synthesis protein	15	A492
564	ENOG4107RHA	173	160	M	Lipid A Biosynthesis	15	A519
565	ENOG4107RHG	18	18	C	hydro-lyase, fe-s type, tartrate fumarate subfamily, beta subunit	13	A492
566	ENOG4107RH0	7	7	U	Type IV secretory pathway VirD4	11	A492
567	ENOG4107GWJ	4	4	G	Glycosyl hydrolase family 1	15	A492
568	ENOG4107GWW	3	3	S		8	A519
569	ENOG41087SJ	9	9	E	lipolytic protein G-D-S-L family	5	A502
570	ENOG41088CB	12	12	H	thiamine biosynthesis protein ThiS	6	A457
571	ENOG41088CV	5	5	S	Inherit from NOG: Transcriptional regulator	12	A361
572	ENOG4106TYA	3	3	S		10	A519
573	ENOG4105C6W	61	61	G	4-alpha-glucanotransferase (EC 2.4.1.25)	7	A457
574	ENOG4105Q1E	9	8	P	Efflux transporter rnd family, mfp subunit	12	A519
575	ENOG4105JFD	64	41	K	Transcriptional regulator, GntR family	15	A500
576	ENOG4106777	3	3	S	Colicin V production protein	10	A500
577	ENOG4107YT3	7	7	T	LMWPc	8	A502
578	ENOG4106J3X	2	2	S		9	A500
579	ENOG4106HWB	6	6	S		10	A502
580	ENOG4106HWX	42	24	S	Inherit from COG: transposase	15	A519
581	ENOG4105UHH	8	7	L		2	A492
582	ENOG4105UH7	4	4	O	Multiheme c-type cytochrome	6	A457
583	ENOG4107T21	4	4	S	NADPH-dependent FMN reductase	10	A361
584	ENOG4107T2D	23	23	F	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	10	A356
585	ENOG410787E	9	2	S		14	A519
586	ENOG410787A	132	113	G	Pts system, glucitol sorbitol-specific	11	A356
587	ENOG4107871	2	2	S		4	A492
588	ENOG4107BCK	4	3	S		13	A519
589	ENOG4107BCJ	4	4	S		4	A500
590	ENOG4108B9E	13	13	OU	Peptidase, S49	12	A519
591	ENOG4108B9U	21	12	S	Protein of unknown function (DUF1566)	6	A519
592	ENOG4108DAR	14	13	K	Divergent AAA domain protein	15	A502
593	ENOG4107IVD	6	6	K	Sigma-70 region 2 	13	A502
594	ENOG4105W7Y	111	110	S	Rod shape-determining protein MreD	15	A519
595	ENOG4105W7N	18	18	S		9	A361
596	ENOG4105W79	52	52	S	Lipoprotein LpqB, GerMN domain protein	13	A502
597	ENOG4105W70	21	19	S	1-acyl-sn-glycerol-3-phosphate acyltransferase	13	A360
598	ENOG41066DV	5	5	T	Cyclic nucleotide-binding domain	6	A519
599	ENOG41066DQ	4	4	S		9	A519
600	ENOG41090F0	39	32	K	function transcriptional attenuator common domain	13	A502
601	ENOG41090F1	54	54	S	C_GCAxxG_C_C family	14	A457
602	ENOG4105MGD	37	34	I	Acyl-transferase	11	A492
603	ENOG4105MG7	116	114	S	membrane	9	A492
604	ENOG4107M3T	2	2	K	Helix-turn-helix	9	A360
605	ENOG41070I7	6	3	S		13	A519
606	ENOG4106UE5	4	3	S		13	A500
607	ENOG4107215	2	2	S		8	A519
608	ENOG410721K	63	60	S	Pfam:DUF124	15	A502
609	ENOG4105DXW	132	69	S	Membrane associated hydrolase	8	A519
610	ENOG4105DXT	26	19	T	Histidine kinase	15	A519
611	ENOG4105DXR	85	69	S	Antirestriction protein	14	A492
612	ENOG4105DX3	36	27	S	Bacterial putative lipoprotein (DUF940)	14	A519
613	ENOG4107CTK	2	2	S		11	A502
614	ENOG4108QW1	49	45	V	ABC transporter, permease	5	A361
615	ENOG4108C4N	28	22	S	Prolyl oligopeptidase family	8	A519
616	ENOG4108C4U	4	4	S	YHS domain	2	A457
617	ENOG4107XR1	10	9	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (By similarity)	12	A457
618	ENOG4107XRV	19	19	F	hypoxanthine phosphoribosyltransferase	15	A492
619	ENOG4107XRH	6	6	K		11	A492
620	ENOG4107XRC	4	4	G	glucosamine-6-phosphate deaminase	5	A519
621	ENOG4107TQD	48	40	G	glycosyl hydrolase (Family	15	A519
622	ENOG4105J9E	80	65	M	Outer membrane assembly protein	15	A519
623	ENOG4105J9Y	9	9	S	Inherit from COG: conserved protein	7	A492
624	ENOG4105TZA	46	46	S	membrAne	15	A519
625	ENOG4106KHZ	4	4	S		13	A519
626	ENOG4105NRU	53	39	S		8	A519
627	ENOG4105NRM	38	35	S	Membrane	4	A500
628	ENOG4107HPU	24	20	V	ABC transporter, permease	14	A519
629	ENOG4108V5M	182	176	S	Flagellar biosynthesis protein FlhF	5	A457
630	ENOG4107QSF	3	3	K	LysR substrate binding domain	9	A502
631	ENOG41088X6	5	5	P	tonB-dependent Receptor	2	A360
632	ENOG4106T2V	2	2	S		12	A500
633	ENOG4107VD4	21	19	S		14	A492
634	ENOG41069NM	25	24	S		10	A356
635	ENOG41073YT	2	2	S		4	A502
636	ENOG41068WY	20	20	S		15	A519
637	ENOG41068WV	155	154	N	flagellar FlbD family protein	12	A492
638	ENOG41068WT	4	3	S	Calcineurin-like phosphoesterase	13	A492
639	ENOG41068WB	5	5	S		5	A500
640	ENOG41068WC	47	43	E	Domain of unknown function (DUF955)	13	A361
641	ENOG4105I6C	7	5	S	Uroporphyrinogen decarboxylase (URO-D)	11	A519
642	ENOG41077IG	4	3	S	Ribbon-helix-helix protein, copG family	6	A502
643	ENOG4105GZI	329	247	K	Transcriptional regulator	14	A502
644	ENOG4105GZN	11	11	S		11	A502
645	ENOG4105GZQ	22	22	S		3	A356
646	ENOG4108NA2	8	8	L	Uvrd rep helicase	4	A502
647	ENOG4105UU1	5	5	Q	Thioesterase superfamily	1	A492
648	ENOG4105UU2	5	5	S		10	A519
649	ENOG4106M7Q	2	2	S		2	A457
650	ENOG4105D2U	73	72	S	Inherit from NOG: KH domain containing 3-like, subcortical maternal complex member	12	A502
651	ENOG4105D2R	45	39	V	type I restriction-modification system	15	A457
652	ENOG4106U79	4	4	T	signal transduction Histidine kinase	2	A492
653	ENOG4106R4S	6	5	S	RteC protein	11	A519
654	ENOG410810N	5	5	S	Protein of unknown function (DUF3102)	6	A500
655	ENOG4108UHF	343	331	H	Joins Ado-cobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin) (By similarity)	3	A356
656	ENOG4107IC3	5	5	L	Transposase	13	A500
657	ENOG4106DKH	5	5	S		4	A519
658	ENOG4106DKB	5	5	S		5	A492
659	ENOG4106DK5	15	15	S		13	A502
660	ENOG41066QM	10	10	S		9	A457
661	ENOG4105MPN	391	379	S	Membrane	15	A356
662	ENOG4105MPH	12	12	S		12	A356
663	ENOG4105MPS	81	74	K	Transcriptional regulator, MarR family	4	A519
664	ENOG4105MPY	26	21	S	alpha beta	10	A492
665	ENOG41070TN	5	5	S		1	A360
666	ENOG4106K5R	5	5	S		12	A502
667	ENOG4105HGG	8	8	S		5	A457
668	ENOG4106653	4	4	S	Plasmid stabilisation system protein	7	A519
669	ENOG4106650	4	4	S		5	A502
670	ENOG4107W2Q	10	9	L	Inherit from COG: transposase	15	A502
671	ENOG4107W2S	62	49	K	Transcriptional regulator	13	A502
672	ENOG4107W2T	6	6	L	methylase	12	A457
673	ENOG4107W2I	20	20	E	binding protein component of ABC transporter	4	A519
674	ENOG4107W2D	9	9	S	oxidoreductase	2	A502
675	ENOG4106PP0	3	3	S	Secretion system effector C (SseC) like family 	7	A502
676	ENOG4106PP9	3	3	S		3	A361
677	ENOG4106QIF	2	2	S	Pfam:DUF88	6	A492
678	ENOG4105CAW	114	78	G	domain protein	15	A519
679	ENOG4105CAU	253	210	P	Arsenical resistance protein, ArsH	3	A519
680	ENOG4105XKQ	8	8	S	RelB antitoxin	7	A356
681	ENOG4108KIB	12	12	S		14	A492
682	ENOG4108KIK	56	56	O	Peptidase, M22	12	A500
683	ENOG4108M1E	63	37	S		15	A519
684	ENOG4108M1S	99	79	S	ABC transporter	13	A502
685	ENOG4108M15	264	230	V	ABC transporter	14	A361
686	ENOG4106PVZ	8	7	S		13	A502
687	ENOG410692C	34	34	S		14	A502
688	ENOG4105CVE	999	544	M	Lytic murein transglycosylase	8	A457
689	ENOG4107U28	7	7	G	hydrolase family 38	10	A519
690	ENOG4107S77	27	26	H	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring (By similarity)	10	A457
691	ENOG4107I86	6	6	S	inducible periplasmic protein	4	A500
692	ENOG4105U88	3	3	S		4	A457
693	ENOG4105ZMX	133	131	S	Protein of unknown function (DUF2851)	15	A519
694	ENOG4105YI6	17	16	S	Protein of unknown function (DUF2874)	14	A519
695	ENOG4106U62	4	3	S		5	A360
696	ENOG41079IE	2	2	S		5	A457
697	ENOG4106IKX	4	3	S		14	A500
698	ENOG4108ITQ	3	3	T	GGDEF	3	A502
699	ENOG4107ZHN	7	7	M	Glycosyl transferase family 2	14	A519
700	ENOG4108EAF	2	2	T	His Kinase A (phospho-acceptor) domain	3	A361
701	ENOG410900R	97	95	S	pur-alpha beta gamma DNA RNA-binding protein	15	A519
702	ENOG4107ZKX	21	18	K	transcriptional attenuator	13	A500
703	ENOG4107ZK1	28	25	C	Coenzyme F420 hydrogenase dehydrogenase, beta subunit	8	A492
704	ENOG4105H2H	29	29	P	Methyltransferase Type	9	A492
705	ENOG41062MC	11	10	S		6	A502
706	ENOG4106S43	4	4	K	Inherit from COG: Transcriptional regulator	3	A356
707	ENOG4107TZE	11	11	E	ABC transporter substrate-binding protein	10	A502
708	ENOG41084DA	86	85	N	flagellar hook-basal body complex protein fliE	12	A457
709	ENOG41084DM	2	2	S	Inherit from COG: ATPase (AAA	15	A519
710	ENOG41069BB	62	42	S	conjugative transposon	15	A519
711	ENOG41069BT	15	14	S	Protein of unknown function (DUF2490)	13	A519
712	ENOG4107UBE	2	2	E	Creatinase/Prolidase N-terminal domain	10	A457
713	ENOG4107UBN	10	10	S	Ribonuclease z	5	A457
714	ENOG4107UBS	28	26	K	Transcriptional regulator	15	A519
715	ENOG4108WN1	10	9	S		7	A519
716	ENOG41079EP	4	4	S		10	A502
717	ENOG4108QIB	5	5	P	TonB dependent receptor	14	A519
718	ENOG4108RS2	30	28	GM	oxidoreductase	9	A360
719	ENOG4105N8R	5	4	S	Plasmid maintenance system killer	12	A519
720	ENOG4105N86	39	28	S		14	A492
721	ENOG4105XU4	6	6	S	cvpA family	9	A519
722	ENOG4106NKH	7	7	S		6	A492
723	ENOG4105SX1	4	4	S		12	A356
724	ENOG4108FAD	2	2	M	Flavin containing amine oxidoreductase	7	A500
725	ENOG4108WMK	19	19	M	Efflux transporter RND family MFP subunit	10	A457
726	ENOG4106S51	2	2	S		7	A361
727	ENOG4106Z1T	345	324	H	Nicotinamide Mononucleotide Transporter	15	A519
728	ENOG4107ZMR	9	8	S	Uncharacterized protein conserved in bacteria (DUF2179)	12	A502
729	ENOG41063QX	8	8	S		13	A519
730	ENOG41063QG	11	11	S	Heparinase II/III-like protein	9	A519
731	ENOG41063Q7	8	8	U	Type III secretion system protein	1	A356
732	ENOG41077VC	14	14	S		5	A519
733	ENOG4105KKR	45	41	S	C_GCAxxG_C_C family	8	A500
734	ENOG4105KKW	5	5	S		13	A500
735	ENOG4105KKX	191	164	L	ATPase associated with various cellular activities aaa_5	13	A519
736	ENOG4105KK6	236	198	L	nuclease	10	A457
737	ENOG41072Y0	3	2	S		8	A492
738	ENOG41072YG	3	3	S		12	A360
739	ENOG4107D1X	3	3	S		10	A492
740	ENOG4105FX6	102	77	K	transcriptional regulator, arac family	15	A519
741	ENOG4105FX1	59	53	S		10	A492
742	ENOG4105FXG	12	11	S		2	A492
743	ENOG4105FXS	24	24	T	Diguanylate cyclase and serine threonine protein kinase with TPR repeats	9	A492
744	ENOG41080R2	299	295	L	UPF0102 protein	15	A519
745	ENOG41080R1	8	8	S	Dinitrogenase iron-molybdenum cofactor	12	A492
746	ENOG41080RP	64	60	F	deaminase	14	A492
747	ENOG41080RJ	20	20	S	EDD domain protein, DegV family	11	A500
748	ENOG41080RE	16	16	S	Glycine sarcosine betaine reductase	11	A500
749	ENOG4108269	13	13	S	Domain of Unknown Function (DUF349)	9	A519
750	ENOG4108261	16	16	M	Oligosaccharide biosynthesis protein	8	A360
751	ENOG4108262	14	13	G	polysaccharide deacetylase	8	A500
752	ENOG410826V	32	32	S	-acetyltransferase	14	A492
753	ENOG410826R	3	3	S	Phosphoadenosine phosphosulfate reductase family	14	A500
754	ENOG4107SQN	266	203	S	repeat-containing protein	15	A356
755	ENOG4107SQG	8	8	F	Nucleoside transporter	12	A361
756	ENOG4107SQV	3	3	L	SNF2 family N-terminal domain	10	A360
757	ENOG4107SQS	18	17	S	phage major capsid protein (HK97 family)	7	A492
758	ENOG4107SQ0	69	69	E	N-acetyl-gamma-glutamyl-phosphate reductase	13	A500
759	ENOG4105T7X	74	73	S		10	A361
760	ENOG4108S3Y	47	39	K	transcriptional regulator	13	A361
761	ENOG4108S3M	30	27	S	DUF218 domain	5	A500
762	ENOG4107ZVT	17	16	K	RNA polymerase sigma-24 subunit, ECF subfamily	10	A519
763	ENOG4107ZVN	12	12	S	morn variant repeat-containing protein	5	A500
764	ENOG4107ZVK	19	18	Q	methyltransferase	4	A502
765	ENOG4107ZV1	7	7	E	phosphoserine phosphatase	10	A492
766	ENOG4105RFM	9	9	S		14	A492
767	ENOG4108AMB	2	2	H	Inherit from COG: synthase	2	A502
768	ENOG410767T	2	2	S		14	A502
769	ENOG4108HU6	270	151	T	Metal dependent phosphohydrolase	12	A457
770	ENOG4108HU4	7	6	S	choline binding protein	8	A492
771	ENOG4108HUT	9	9	S	Predicted membrane-bound metal-dependent hydrolase (DUF457)	10	A361
772	ENOG41069Y6	16	15	S	Toxin-antitoxin system, antitoxin component, AbrB family	3	A360
773	ENOG4108FIN	3	2	S		3	A502
774	ENOG4107UW2	2	2	P	Ferrous iron transport protein B C terminus	13	A356
775	ENOG4107UW4	6	6	N	flagellar hook-associated	7	A457
776	ENOG4107UWG	20	19	K	Transcriptional regulator	8	A502
777	ENOG410837F	9	9	S	Inherit from COG: acetyltransferase	7	A519
778	ENOG410837D	6	6	S		14	A502
779	ENOG410837N	18	14	L	dNA-binding protein	8	A492
780	ENOG4108376	276	265	S	Membrane	15	A519
781	ENOG4108ZEE	172	165	S	acetyltransferase, (GNAT) family	13	A492
782	ENOG4108ZEA	105	96	S	membrane protein of uknown function UCP014873	7	A457
783	ENOG41085SR	157	131	S		15	A519
784	ENOG41085SU	3	3	L	Inherit from COG: Retrotransposon protein	1	A360
785	ENOG41065F2	11	10	K	RNA polymerase sigma factor, sigma-70 family	12	A519
786	ENOG41065FN	6	6	P	sulfur relay protein TusB DsrH	7	A519
787	ENOG4106VME	2	2	S		5	A519
788	ENOG4106VMV	4	4	S		7	A492
789	ENOG4105Z82	23	21	T	fha domain containing protein	13	A492
790	ENOG4105Z89	34	34	M	Coat F domain protein	14	A502
791	ENOG4108YBJ	26	25	L	CRISPR-associated protein cas6	8	A492
792	ENOG4108YBP	184	180	J	pseudouridine synthase	9	A360
793	ENOG4105G21	11	9	S	had-superfamily hydrolase, subfamily ia, variant 1	14	A519
794	ENOG4105G26	14	6	S	CHU large protein	9	A519
795	ENOG4105G2Q	9	9	S	Head fiber protein	11	A519
796	ENOG4105G2G	18	18	S	Tat pathway signal sequence domain protein	14	A502
797	ENOG4105G2D	70	65	S		13	A502
798	ENOG4105EV6	168	163	S	Pfam:DUF178	8	A457
799	ENOG4105EV3	39	37	S		13	A457
800	ENOG4105EVW	64	59	I	Acyl-transferase	11	A361
